,Data,QuantidadePerdida,SetorProduto,CategoriaProduto,NomeProdutoCompleto,PrecoVenda,Fornecedor,PrecoCusto,TipoPerda,Produto,AcaoReducaoPerda,CustoReducaoPerda,Loja,Ano,NomeMes,NomeDia,ValorTotalPerdaVenda,ValorTotalPerdaCusto
239,2024-05-20,30,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,maio,segunda-feira,209.70000000000002,126.0
240,2024-06-01,15,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Morumbi,2024,junho,sábado,104.85000000000001,63.0
241,2024-10-07,75,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Morumbi,2024,outubro,segunda-feira,524.25,315.0
242,2024-11-04,75,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,novembro,segunda-feira,524.25,315.0
243,2024-07-04,60,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Morumbi,2024,julho,quinta-feira,419.40000000000003,252.0
244,2024-06-12,45,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,junho,quarta-feira,314.55,189.0
245,2024-07-07,60,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,julho,domingo,419.40000000000003,252.0
246,2024-11-23,30,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,novembro,sábado,209.70000000000002,126.0
247,2024-11-06,75,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Morumbi,2024,novembro,quarta-feira,524.25,315.0
248,2024-05-16,75,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Morumbi,2024,maio,quinta-feira,524.25,315.0
249,2024-12-27,60,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,dezembro,sexta-feira,419.40000000000003,252.0
250,2024-04-17,45,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,abril,quarta-feira,314.55,189.0
251,2024-03-11,75,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,março,segunda-feira,524.25,315.0
252,2024-12-27,45,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,dezembro,sexta-feira,314.55,189.0
253,2024-01-25,45,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,janeiro,quinta-feira,314.55,189.0
254,2024-01-30,45,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,janeiro,terça-feira,314.55,189.0
255,2024-06-18,75,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Morumbi,2024,junho,terça-feira,524.25,315.0
256,2024-04-05,75,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,abril,sexta-feira,524.25,315.0
257,2024-07-24,75,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,julho,quarta-feira,524.25,315.0
258,2024-03-09,75,Hortifruti,Verduras,Alface Crespa Unidade,6.99,Terra Boa,4.2,Deterioração rápida,Alface Crespa,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,março,sábado,524.25,315.0
259,2024-07-23,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,julho,terça-feira,449.7,285.0
260,2024-08-27,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,agosto,terça-feira,899.4,570.0
261,2024-07-07,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,julho,domingo,899.4,570.0
262,2024-04-27,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,abril,sábado,1124.25,712.5
263,2024-07-18,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,julho,quinta-feira,1124.25,712.5
264,2024-10-28,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,outubro,segunda-feira,449.7,285.0
265,2024-11-04,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,novembro,segunda-feira,1124.25,712.5
266,2024-01-23,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,janeiro,terça-feira,899.4,570.0
267,2024-09-06,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,setembro,sexta-feira,449.7,285.0
268,2024-02-19,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,fevereiro,segunda-feira,1124.25,712.5
269,2024-07-15,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,julho,segunda-feira,674.55,427.5
270,2024-06-10,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,junho,segunda-feira,674.55,427.5
271,2024-08-28,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,agosto,quarta-feira,449.7,285.0
272,2024-02-17,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,fevereiro,sábado,224.85,142.5
273,2024-05-19,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,maio,domingo,674.55,427.5
274,2024-03-11,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,março,segunda-feira,674.55,427.5
275,2024-09-01,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,setembro,domingo,1124.25,712.5
276,2024-09-14,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,setembro,sábado,1124.25,712.5
277,2024-10-26,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,outubro,sábado,449.7,285.0
278,2024-04-21,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,abril,domingo,1124.25,712.5
279,2024-01-10,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,janeiro,quarta-feira,899.4,570.0
280,2024-10-15,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,outubro,terça-feira,674.55,427.5
281,2024-04-05,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,abril,sexta-feira,449.7,285.0
282,2024-07-15,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,julho,segunda-feira,674.55,427.5
283,2024-03-27,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,março,quarta-feira,1124.25,712.5
284,2024-07-16,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,julho,terça-feira,224.85,142.5
285,2024-07-28,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,julho,domingo,224.85,142.5
286,2024-02-28,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,fevereiro,quarta-feira,674.55,427.5
287,2024-03-06,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,março,quarta-feira,449.7,285.0
288,2024-08-09,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,agosto,sexta-feira,899.4,570.0
289,2024-05-03,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,maio,sexta-feira,1124.25,712.5
290,2024-01-24,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,janeiro,quarta-feira,449.7,285.0
291,2024-05-09,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,maio,quinta-feira,449.7,285.0
292,2024-05-04,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,maio,sábado,449.7,285.0
293,2024-03-29,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,março,sexta-feira,224.85,142.5
294,2024-09-02,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,setembro,segunda-feira,674.55,427.5
295,2024-12-06,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,dezembro,sexta-feira,1124.25,712.5
296,2024-01-21,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,janeiro,domingo,1124.25,712.5
297,2024-10-31,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,outubro,quinta-feira,674.55,427.5
298,2024-01-16,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,janeiro,terça-feira,899.4,570.0
299,2024-09-18,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,setembro,quarta-feira,224.85,142.5
300,2024-02-15,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,fevereiro,quinta-feira,1124.25,712.5
301,2024-11-14,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,novembro,quinta-feira,1124.25,712.5
302,2024-11-17,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,novembro,domingo,899.4,570.0
303,2024-01-15,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,janeiro,segunda-feira,1124.25,712.5
304,2024-03-27,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,março,quarta-feira,899.4,570.0
305,2024-03-24,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,março,domingo,449.7,285.0
306,2024-06-12,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,junho,quarta-feira,449.7,285.0
307,2024-06-18,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,junho,terça-feira,899.4,570.0
308,2024-10-19,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,outubro,sábado,1124.25,712.5
309,2024-08-29,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,agosto,quinta-feira,1124.25,712.5
310,2024-04-05,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,abril,sexta-feira,224.85,142.5
311,2024-02-21,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,fevereiro,quarta-feira,1124.25,712.5
312,2024-11-27,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,novembro,quarta-feira,449.7,285.0
313,2024-08-22,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,agosto,quinta-feira,674.55,427.5
314,2024-02-10,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,fevereiro,sábado,899.4,570.0
315,2024-08-28,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,agosto,quarta-feira,1124.25,712.5
316,2024-05-13,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,maio,segunda-feira,449.7,285.0
317,2024-11-17,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,novembro,domingo,674.55,427.5
318,2024-09-20,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,setembro,sexta-feira,899.4,570.0
319,2024-03-06,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,março,quarta-feira,224.85,142.5
320,2024-01-05,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,janeiro,sexta-feira,224.85,142.5
321,2024-03-19,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,março,terça-feira,449.7,285.0
322,2024-02-24,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,fevereiro,sábado,449.7,285.0
323,2024-03-26,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,março,terça-feira,224.85,142.5
324,2024-03-28,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,março,quinta-feira,449.7,285.0
325,2024-10-13,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,outubro,domingo,899.4,570.0
326,2024-07-26,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,julho,sexta-feira,1124.25,712.5
327,2024-06-08,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,junho,sábado,1124.25,712.5
328,2024-09-10,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,setembro,terça-feira,899.4,570.0
329,2024-07-19,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,julho,sexta-feira,1124.25,712.5
330,2024-06-11,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,junho,terça-feira,899.4,570.0
331,2024-02-19,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,fevereiro,segunda-feira,674.55,427.5
332,2024-01-17,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,janeiro,quarta-feira,449.7,285.0
333,2024-01-08,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,janeiro,segunda-feira,1124.25,712.5
334,2024-11-02,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,novembro,sábado,674.55,427.5
335,2024-03-22,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,março,sexta-feira,899.4,570.0
336,2024-09-17,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,setembro,terça-feira,1124.25,712.5
337,2024-03-17,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,março,domingo,674.55,427.5
338,2024-07-14,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,julho,domingo,1124.25,712.5
339,2024-07-04,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,julho,quinta-feira,1124.25,712.5
340,2024-07-07,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,julho,domingo,899.4,570.0
341,2024-07-04,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,julho,quinta-feira,224.85,142.5
342,2024-12-21,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,dezembro,sábado,449.7,285.0
343,2024-03-13,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,março,quarta-feira,674.55,427.5
344,2024-12-13,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,dezembro,sexta-feira,1124.25,712.5
345,2024-08-14,15,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,agosto,quarta-feira,224.85,142.5
346,2024-02-02,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,fevereiro,sexta-feira,674.55,427.5
347,2024-04-08,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,abril,segunda-feira,1124.25,712.5
348,2024-08-23,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,agosto,sexta-feira,674.55,427.5
349,2024-03-13,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,março,quarta-feira,899.4,570.0
350,2024-08-03,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Shop. Market Place,2024,agosto,sábado,674.55,427.5
351,2024-09-04,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,setembro,quarta-feira,899.4,570.0
352,2024-12-11,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,dezembro,quarta-feira,449.7,285.0
353,2024-01-09,60,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,janeiro,terça-feira,899.4,570.0
354,2024-07-19,75,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,julho,sexta-feira,1124.25,712.5
355,2024-12-08,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,dezembro,domingo,674.55,427.5
356,2024-12-18,30,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Morumbi,2024,dezembro,quarta-feira,449.7,285.0
357,2024-03-04,45,Hortifruti,Verduras,Brocolis Ninja 250g,14.99,Terra Boa,9.5,Deterioração rápida,Brocolis Ninja,Sistema de Hidroresfriamento,500,Itaim Bibi,2024,março,segunda-feira,674.55,427.5
